patent_type,composition_subtype,cmc_subtype,clinical_indications,clinical_population,reasoning_short,lens_id,error
Clinical,,,['cancer'],[],The patent's broadest independent claims focus on methods of treating cancer using a TLR2 agonist and an immunostimulant. The claims are centered around clinical applications rather than specific compositions or manufacturing processes.,018-719-038-477-105,
Clinical,,,"['allograft tolerance', 'GvHD']",[],The primary focus of the patent is on methods of inducing allograft tolerance and treating GvHD using a combination of anti-CD3 immunotoxin and donor peripheral blood cells. The claims are centered around treatment methods rather than the composition itself.,053-807-865-739-075,
Clinical,,,"['cancer', 'HER2+ cancer', 'solid tumor', 'bladder cancer', 'breast adenocarcinoma', 'colorectal adenocarcinoma', 'non-small cell lung cancer', 'esophageal cancer', 'cervix squamous cancer', 'stomach adenocarcinoma', 'cholangiocarcinoma', 'ovary cancer', 'renal papillary cell carcinoma', 'breast cancer', 'gastric cancer', 'ovarian cancer', 'gastroesophageal cancer', 'lung cancer']","['HER2+ patients', 'refractory patients', 'patients with recurrence', 'metastatic patients', 'patients with HER2 activating mutation']","The patent primarily claims methods of administering NK cells with a HER2 CAR for treating various cancers, focusing on clinical applications. The claims detail specific patient populations and cancer types, indicating a clinical focus.",119-331-807-667-642,
Clinical,,,"['melanoma', 'non-small cell lung cancer', 'head and neck cancer', 'urothelial cancer', 'breast cancer', 'gastric cancer', 'gastroesophageal junction adenocarcinoma', 'multiple myeloma', 'hepatocellular cancer', 'merkel cell carcinoma', 'renal cell carcinoma', 'endometrial carcinoma', 'cutaneous squamous cell carcinoma', 'non-Hodgkin lymphoma', 'Hodgkin lymphoma', 'mesothelioma', 'ovarian cancer', 'small cell lung cancer', 'esophageal cancer', 'anal cancer', 'biliary tract cancer', 'colorectal cancer', 'cervical cancer', 'thyroid cancer', 'salivary cancer', 'prostate cancer', 'glioblastoma']","['unresectable or metastatic melanoma', 'resected stage IIB, IIC, or III melanoma', 'metastatic non-small cell lung cancer', 'recurrent or metastatic head and neck squamous cell cancer', 'recurrent or metastatic cervical cancer', 'relapsed or refractory classical Hodgkin lymphoma', 'pediatric refractory classical Hodgkin lymphoma', 'locally advanced or metastatic urothelial carcinoma', 'locally advanced or metastatic gastric cancer', 'locally advanced or metastatic gastroesophageal junction adenocarcinoma', 'refractory or relapsed primary mediastinal large B-cell lymphoma', 'advanced renal cell carcinoma', 'triple negative breast cancer']","The patent's broadest independent claims focus on methods of treating cancer using subcutaneous administration of anti-PD-1 antibodies. The claims specify various cancer types and patient populations, indicating a clinical focus.",059-024-685-530-44X,
Clinical,,,['multiple myeloma'],"['refractory multiple myeloma', 'relapsed multiple myeloma', 'refractory and relapsed multiple myeloma']","The primary focus of the patent is on methods of treating multiple myeloma using BCMA CAR-T cells, with specific dosing regimens and patient populations. The claims are centered around clinical applications rather than the composition of the CAR-T cells themselves.",001-627-444-112-683,
Composition,Full ADC,,[],[],"The primary claim of the patent is directed towards a specific anti-EGFR antibody drug conjugate (ADC) that includes an antibody, linker, and a Bcl-xL inhibitor payload. This indicates a 'Full ADC' composition as all three components are specified in the claims.",023-216-022-836-771,
Clinical,,,"['brain cancer', 'skin cancer', 'eye cancer', 'breast cancer', 'prostate cancer', 'pancreatic cancer', 'lung cancer', 'esophageal cancer', 'head and neck cancer', 'cervical cancer', 'liver cancer', 'colorectal cancer', 'bone cancer', 'uterine cancer', 'ovarian cancer', 'bladder cancer', 'endometrial cancer', 'stomach cancer', 'gastric cancer', 'oral cancer', 'thyroid cancer', 'kidney cancer', 'testicular cancer', 'leukemia', 'lymphoma', 'mesothelioma']","['patients who had previously received immunotherapy', 'patients with cancer refractory to immunotherapy', 'patients with immunologically cold tumors', 'patients with tumors with a low tumor mutational burden', 'patients with microsatellite stable tumors', 'patients with tumors with low microsatellite instability', 'patients with tumors with a low tumor immune cell infiltrate']","The patent's broadest independent claim focuses on a method of treating cancer using negatively charged particles, indicating a clinical focus. The claims specify various cancer types and patient populations, emphasizing treatment methods and patient characteristics.",046-465-025-281-97X,
Clinical,,,"['CA19-9-positive cancer', 'pancreatic cancer']","['patients with CA19-9-positive cancer', 'patients with pancreatic cancer', 'patients with advanced or metastatic pancreatic ductal carcinoma (PDAC)', 'patients with precancerous pancreatic lesions', 'patients post-surgery for CA19-9-positive cancer', 'patients with circulating levels of CA19-9 less than 4000 U/mL']","The primary focus of the patent is on a method of treating CA19-9-positive cancers, particularly pancreatic cancer, using a combination of an anti-CA19-9 antibody and FOLFIRINOX. The claims are centered around treatment regimens and patient populations, indicating a clinical patent type.",087-374-805-650-784,
Clinical,,,"['cancer', 'EGFR-expressing cancer']",[],"The patent primarily claims methods for treating cancer using antibody-IR700 conjugates and irradiation, focusing on clinical applications rather than the composition of the conjugates themselves. The claims detail treatment regimens and combinations, indicating a clinical focus.",072-908-709-478-311,
Clinical,,,['HER2 positive breast cancer'],"['subjects with brain metastasis', 'subjects previously treated with anticancer therapy', 'subjects refractory to previous anticancer therapy']","The patent primarily claims methods of treating HER2 positive breast cancer using a combination of tucatinib and an anti-HER2 ADC. The claims focus on treatment regimens, patient outcomes, and specific patient populations, indicating a clinical focus.",096-027-685-779-734,
Clinical,,,['cancer'],[],The patent primarily claims methods for treating cancer by administering compositions that promote immune surveillance. The focus is on the therapeutic application rather than the composition itself.,095-689-773-758-577,
Composition,Conjugated Antibody,,[],[],"The primary focus of the claims is on the specific antibody structure and its site-specific conjugation to a drug moiety. The claims detail the antibody's sequence and modifications, indicating a 'Conjugated Antibody' subtype, as the linker and payload are broadly defined.",098-180-022-563-178,
Composition,Unconjugated Payload,,[],[],"The patent's broadest independent claim is directed to a compound with a specific structure, which is a payload that binds phosphatidylserine. The claims focus on the compound itself rather than a full ADC or method of treatment, classifying it as an 'Unconjugated Payload'.",125-224-255-162-403,
Composition,Conjugated Linker,,[],[],"The patent primarily claims a ligand conjugate with a specified linker structure, while the antibody and payload are broadly defined. This indicates a focus on the conjugated linker component of an ADC.",136-225-603-355-302,
Composition,Full ADC,,[],[],"The primary claim of the patent is directed towards an antibody-drug conjugate (ADC) that includes a PD-L1 nanobody, a TLR7 agonist, and a linker, which classifies it as a 'Full ADC'. The claims focus on the structure and components of the ADC rather than specific treatment methods or manufacturing processes.",133-346-064-512-496,
Composition,Full ADC,,[],[],"The primary claim of the patent is directed towards an antibody-drug conjugate (ADC) comprising an antibody, linker, and payload. The claims specify the structure of the ADC, including the antibody and the small molecule drug, indicating a 'Full ADC' composition subtype.",161-271-424-803-02X,
Composition,Conjugated Antibody,,[],[],"The primary claim is directed to a composition comprising an exosome with a fusion protein that includes an anti-HLA-G protein, which is a targeting protein. This indicates a focus on the conjugated antibody aspect of the composition.",173-016-091-190-057,
Clinical,,,"['herpes simplex virus (HSV) infection', 'human immunodeficiency virus (HIV) infection', 'Epstein-Barr virus (EBV) infection', 'human T-lymphotropic virus (HTLV) infection', 'toxoplasma gondii infection', 'prion disease', 'breast cancer', 'chronic myelogenous leukemia', 'colon cancer', 'gastric cancer', 'germ cell tumor', 'germinogenic tongue tumor', 'gonadoblastoma', 'hepatocellular carcinoma', 'adenocarcinoma', 'epithloid carcinoma', 'Acute T-cell leukemia', 'leukemia', 'lymphoma', 'T-cell lymphoma', ""Burkitt's lymphoma"", 'neuroepithelioma', 'melanoma', 'myelodysplastic syndrome', 'nasopharyngeal carcinoma', 'ovarian cancer', 'pancreatic cancer', 'prostate cancer', 'testicular cancer', 'lung cancer', 'stomach cancer', 'skin cancer', 'trophoblastic tumor', 'tumorigenesis', 'thyroid adenoma']",[],"The patent's broadest independent claims focus on methods for treating or preventing conditions associated with CTXLP, specifically targeting infectious diseases and various cancers. Therefore, it is classified under 'Clinical' with detailed indications listed in the claims.",167-101-208-662-791,
